Correlativo,Remitente,Departamento de Recepción,Departamento de Destino,Descripción,Peso (kg),Estado,Clasificación
00312,Andrés Ruiz,Chimaltenango,Chimaltenango,Comida,8.6,E,Paquete Mediano
00313,Sofía Ruiz,Sacatepéquez,Escuintla,Herramientas,0.9,T,Bolsa
00314,Carolina Hernández,Escuintla,Chimaltenango,Herramientas,2.5,E,Sobre
00315,Carolina Rodríguez,Peten,Izabal,Comida,2.0,E,Sobre
00316,María Ramírez,Chimaltenango,Peten,Artículos de decoración,9.2,R,Paquete Mediano
00317,Sofía Ramírez,Sacatepéquez,Huehuetenango,Electrodomésticos,7.8,R,Bolsa
00318,Juan Rodríguez,Quetzaltenango,Escuintla,Comida,3.4,T,Bolsa
00319,Carolina Morales,Guatemala,Escuintla,Juguetes,8.7,R,Sobre
00320,Javier López,Escuintla,Quetzaltenango,Artículos de decoración,1.5,R,Paquete Grande
00321,Javier Hernández,Escuintla,Escuintla,Electrodomésticos,4.9,R,Paquete Grande
00322,María Morales,Huehuetenango,Chimaltenango,Artículos de decoración,8.5,R,Sobre
00323,Andrés González,Izabal,Escuintla,Electrónicos,6.0,R,Paquete Mediano
00324,Carlos Rodríguez,Guatemala,Chimaltenango,Ropa,2.6,E,Paquete Mediano
00325,Andrés Rodríguez,Escuintla,Peten,Electrodomésticos,2.2,T,Paquete Grande
00326,Juan Rodríguez,Escuintla,Suchitepéquez,Juguetes,3.6,T,Sobre
00327,Andrés García,Suchitepéquez,Guatemala,Electrodomésticos,0.2,E,Paquete Mediano
00328,Juan Méndez,Sacatepéquez,Izabal,Juguetes,7.8,E,Sobre
00329,María Ruiz,Suchitepéquez,Sacatepéquez,Electrodomésticos,9.3,R,Paquete Grande
00330,Ana Morales,Alta Verapaz,Quetzaltenango,Comida,6.6,T,Sobre
00331,Carolina Méndez,Sacatepéquez,Alta Verapaz,Herramientas,3.4,E,Paquete Grande
00332,Sofía Hernández,Guatemala,Chimaltenango,Electrónicos,3.1,R,Paquete Mediano
00333,Juan Hernández,Suchitepéquez,Escuintla,Artículos de decoración,2.8,R,Sobre
00334,María Rodríguez,Quetzaltenango,Sacatepéquez,Artículos de decoración,0.6,T,Bolsa
00335,Carolina Castillo,Suchitepéquez,Alta Verapaz,Artículos de decoración,2.0,E,Sobre
00336,Diego Méndez,Sacatepéquez,Chimaltenango,Electrodomésticos,0.0,R,Sobre
00337,Javier Rodríguez,Suchitepéquez,Huehuetenango,Juguetes,7.1,T,Bolsa
00338,Juan García,Suchitepéquez,Guatemala,Ropa,9.6,E,Paquete Grande
00339,Carlos Rodríguez,Guatemala,Quetzaltenango,Comida,8.9,R,Sobre
00340,Carolina Rodríguez,Izabal,Guatemala,Libros,2.6,T,Paquete Mediano
00341,Diego Méndez,Huehuetenango,Quetzaltenango,Juguetes,6.7,E,Bolsa
00342,Andrés Hernández,Izabal,Alta Verapaz,Ropa,7.5,T,Bolsa
00343,Diego Rodríguez,Huehuetenango,Alta Verapaz,Artículos de decoración,6.9,E,Sobre
00344,María Ruiz,Guatemala,Guatemala,Herramientas,7.0,T,Paquete Grande
00345,Ana Ramírez,Guatemala,Escuintla,Juguetes,2.1,E,Bolsa
00346,Carolina Morales,Quetzaltenango,Huehuetenango,Ropa,8.6,E,Bolsa
00347,Javier Méndez,Peten,Sacatepéquez,Libros,5.8,E,Paquete Grande
00348,Diego Rodríguez,Sacatepéquez,Alta Verapaz,Ropa,4.0,E,Bolsa
00349,Sofía Rodríguez,Chimaltenango,Suchitepéquez,Comida,7.1,R,Paquete Mediano
00350,Luisa González,Sacatepéquez,Sacatepéquez,Electrodomésticos,1.1,R,Paquete Mediano
00351,María Ramírez,Huehuetenango,Izabal,Electrónicos,1.2,T,Paquete Mediano
00352,María Ramírez,Alta Verapaz,Huehuetenango,Electrónicos,3.5,E,Sobre
00353,Javier Ruiz,Suchitepéquez,Alta Verapaz,Comida,9.5,R,Bolsa
00354,Javier Méndez,Suchitepéquez,Huehuetenango,Herramientas,3.3,R,Paquete Mediano
00355,Carolina González,Alta Verapaz,Guatemala,Electrónicos,6.1,E,Paquete Grande
00356,Sofía Ramírez,Alta Verapaz,Sacatepéquez,Herramientas,1.7,R,Paquete Grande
00357,Diego González,Alta Verapaz,Suchitepéquez,Herramientas,3.6,E,Sobre
00358,Andrés Morales,Izabal,Izabal,Herramientas,1.9,E,Bolsa
00359,Diego Ruiz,Alta Verapaz,Huehuetenango,Juguetes,5.1,E,Paquete Grande
00360,Juan García,Escuintla,Quetzaltenango,Comida,0.9,T,Paquete Mediano
00361,Juan Méndez,Huehuetenango,Huehuetenango,Electrodomésticos,5.8,R,Bolsa
00362,Javier Ruiz,Guatemala,Escuintla,Libros,2.8,E,Paquete Grande
00363,Andrés García,Quetzaltenango,Huehuetenango,Juguetes,0.8,R,Paquete Grande
00364,Luisa Hernández,Alta Verapaz,Guatemala,Comida,1.6,T,Sobre
00365,Luisa Ruiz,Escuintla,Guatemala,Artículos de decoración,2.4,R,Paquete Mediano
00366,Carlos Morales,Huehuetenango,Guatemala,Ropa,4.9,T,Sobre
00367,Carlos Ramírez,Alta Verapaz,Chimaltenango,Herramientas,3.2,T,Bolsa
00368,Ana Castillo,Escuintla,Huehuetenango,Libros,7.3,R,Bolsa
00369,Diego Méndez,Alta Verapaz,Alta Verapaz,Libros,9.6,T,Sobre
00370,Sofía Méndez,Sacatepéquez,Guatemala,Artículos de decoración,5.5,R,Paquete Mediano
00371,Carolina Ruiz,Escuintla,Guatemala,Ropa,0.7,T,Bolsa
00372,Carolina Hernández,Quetzaltenango,Huehuetenango,Artículos de decoración,1.6,T,Sobre
00373,Juan Ramírez,Escuintla,Suchitepéquez,Electrónicos,6.8,R,Paquete Grande
00374,Carolina Méndez,Huehuetenango,Escuintla,Electrónicos,9.4,T,Bolsa
00375,Diego Hernández,Chimaltenango,Quetzaltenango,Comida,4.7,E,Paquete Grande
00376,Luisa Morales,Huehuetenango,Suchitepéquez,Comida,8.1,E,Sobre
00377,Diego González,Sacatepéquez,Guatemala,Libros,1.6,T,Bolsa
00378,Carlos Castillo,Suchitepéquez,Quetzaltenango,Herramientas,9.4,T,Paquete Mediano
00379,Diego Ramírez,Peten,Escuintla,Electrónicos,6.0,R,Paquete Mediano
00380,Carolina Rodríguez,Huehuetenango,Suchitepéquez,Electrodomésticos,2.2,T,Paquete Grande
00381,Diego López,Quetzaltenango,Guatemala,Artículos de decoración,7.6,E,Paquete Mediano
00382,Diego Rodríguez,Chimaltenango,Peten,Herramientas,9.9,E,Bolsa
00383,Diego García,Sacatepéquez,Alta Verapaz,Electrónicos,3.8,R,Bolsa
00384,Ana Hernández,Huehuetenango,Peten,Libros,6.1,R,Paquete Mediano
00385,Carlos López,Sacatepéquez,Guatemala,Juguetes,5.0,T,Bolsa
00386,Carlos Ruiz,Peten,Guatemala,Herramientas,2.8,E,Sobre
00387,María Ruiz,Quetzaltenango,Suchitepéquez,Electrodomésticos,7.2,R,Bolsa
00388,Sofía Rodríguez,Suchitepéquez,Peten,Electrodomésticos,6.1,R,Sobre
00389,Sofía González,Alta Verapaz,Suchitepéquez,Artículos de decoración,3.1,E,Paquete Mediano
00390,Ana Hernández,Suchitepéquez,Guatemala,Herramientas,5.8,E,Paquete Mediano
00391,Ana González,Quetzaltenango,Peten,Electrónicos,9.7,R,Paquete Grande
00392,Sofía Méndez,Huehuetenango,Chimaltenango,Ropa,1.9,E,Bolsa
00393,Ana Rodríguez,Escuintla,Chimaltenango,Juguetes,5.8,T,Bolsa
00394,Diego García,Quetzaltenango,Escuintla,Comida,4.0,E,Sobre
00395,Andrés González,Izabal,Izabal,Comida,5.1,T,Sobre
00396,Juan Ramírez,Quetzaltenango,Escuintla,Libros,9.2,E,Paquete Mediano
00397,Diego Ramírez,Guatemala,Huehuetenango,Artículos de decoración,9.4,T,Sobre
00398,Diego Rodríguez,Sacatepéquez,Escuintla,Comida,2.3,E,Paquete Mediano
00399,Juan González,Izabal,Huehuetenango,Artículos de decoración,7.3,T,Paquete Grande
00400,Javier González,Sacatepéquez,Alta Verapaz,Libros,4.0,R,Paquete Grande
00401,Carlos Morales,Escuintla,Sacatepéquez,Juguetes,3.1,R,Bolsa
00402,Sofía Morales,Izabal,Peten,Ropa,2.2,R,Paquete Mediano
00403,Andrés López,Peten,Chimaltenango,Libros,1.2,E,Sobre
00404,Sofía Méndez,Suchitepéquez,Izabal,Artículos de decoración,0.4,R,Bolsa
00405,Diego Ruiz,Chimaltenango,Suchitepéquez,Electrodomésticos,1.2,E,Sobre
00406,Andrés García,Guatemala,Alta Verapaz,Comida,0.0,T,Paquete Mediano
00407,Carlos Méndez,Alta Verapaz,Sacatepéquez,Ropa,7.4,E,Sobre
00408,Sofía García,Huehuetenango,Chimaltenango,Comida,9.6,R,Sobre
00409,María Ramírez,Alta Verapaz,Izabal,Electrodomésticos,9.4,E,Paquete Grande
00410,Sofía Rodríguez,Izabal,Sacatepéquez,Herramientas,7.6,T,Bolsa
00411,Sofía Castillo,Sacatepéquez,Sacatepéquez,Comida,8.1,R,Sobre
00412,Diego Ramírez,Suchitepéquez,Quetzaltenango,Comida,2.5,R,Bolsa
00413,Carlos Rodríguez,Huehuetenango,Alta Verapaz,Electrodomésticos,1.7,T,Bolsa
00414,Ana Ruiz,Escuintla,Peten,Herramientas,6.1,R,Bolsa
00415,Ana López,Huehuetenango,Alta Verapaz,Ropa,6.9,E,Paquete Mediano
00416,María González,Huehuetenango,Guatemala,Electrodomésticos,4.3,R,Sobre
00417,Diego Castillo,Chimaltenango,Peten,Artículos de decoración,1.1,T,Paquete Grande
00418,Andrés González,Huehuetenango,Escuintla,Artículos de decoración,1.6,T,Paquete Grande
00419,Carlos Morales,Izabal,Suchitepéquez,Electrodomésticos,9.6,R,Paquete Grande
00420,Carlos García,Huehuetenango,Suchitepéquez,Ropa,1.8,E,Sobre
00421,Diego Ruiz,Guatemala,Suchitepéquez,Juguetes,2.7,T,Paquete Grande
00422,Ana Ruiz,Peten,Alta Verapaz,Ropa,3.8,E,Paquete Grande
00423,Diego Castillo,Guatemala,Peten,Herramientas,9.1,T,Sobre
00424,Andrés Ruiz,Alta Verapaz,Izabal,Juguetes,3.0,E,Paquete Mediano
00425,Andrés Méndez,Peten,Sacatepéquez,Electrónicos,8.6,E,Bolsa
00426,Ana González,Quetzaltenango,Quetzaltenango,Juguetes,7.1,E,Paquete Grande
00427,Javier Rodríguez,Guatemala,Huehuetenango,Juguetes,1.2,R,Sobre
00428,Andrés Méndez,Quetzaltenango,Sacatepéquez,Electrónicos,9.1,E,Paquete Grande
00429,Andrés Castillo,Alta Verapaz,Escuintla,Electrodomésticos,5.7,T,Bolsa
00430,Carlos Hernández,Guatemala,Peten,Juguetes,3.4,R,Sobre
00431,Carolina Ruiz,Huehuetenango,Chimaltenango,Herramientas,4.2,T,Sobre
00432,Andrés Hernández,Chimaltenango,Chimaltenango,Juguetes,9.6,R,Paquete Grande
00433,Ana Rodríguez,Peten,Peten,Artículos de decoración,6.5,T,Sobre
00434,Javier Méndez,Huehuetenango,Suchitepéquez,Comida,9.0,R,Paquete Grande
00435,María Ruiz,Peten,Sacatepéquez,Comida,0.3,T,Sobre
00436,Diego Castillo,Sacatepéquez,Peten,Ropa,9.4,T,Sobre
00437,Juan García,Alta Verapaz,Quetzaltenango,Juguetes,1.4,E,Paquete Mediano
00438,Ana González,Huehuetenango,Suchitepéquez,Electrodomésticos,2.2,T,Paquete Mediano
00439,Andrés Ramírez,Chimaltenango,Escuintla,Juguetes,9.6,T,Sobre
00440,Juan Ramírez,Quetzaltenango,Guatemala,Artículos de decoración,8.0,R,Bolsa
00441,Juan García,Guatemala,Guatemala,Artículos de decoración,4.3,T,Bolsa
00442,Javier Rodríguez,Alta Verapaz,Izabal,Artículos de decoración,4.6,R,Paquete Grande
00443,María Ramírez,Sacatepéquez,Quetzaltenango,Juguetes,6.6,T,Paquete Mediano
00444,Luisa Hernández,Izabal,Alta Verapaz,Herramientas,2.6,E,Bolsa
00445,Carolina Castillo,Chimaltenango,Chimaltenango,Libros,0.4,E,Paquete Mediano
00446,Carolina Rodríguez,Alta Verapaz,Escuintla,Electrónicos,4.7,E,Paquete Grande
00447,Diego García,Chimaltenango,Peten,Herramientas,9.8,E,Paquete Grande
00448,Sofía Morales,Peten,Suchitepéquez,Electrodomésticos,1.9,E,Paquete Grande
00449,Sofía Ramírez,Suchitepéquez,Chimaltenango,Electrodomésticos,6.4,R,Paquete Grande
00450,Ana Méndez,Huehuetenango,Guatemala,Electrónicos,3.4,R,Paquete Mediano
00451,Diego García,Guatemala,Escuintla,Libros,2.5,E,Paquete Mediano
00452,Andrés Ruiz,Huehuetenango,Alta Verapaz,Electrodomésticos,3.8,R,Paquete Grande
00453,María Morales,Izabal,Izabal,Artículos de decoración,3.5,R,Paquete Mediano
00454,Javier García,Alta Verapaz,Peten,Artículos de decoración,3.1,E,Paquete Mediano
00455,Carolina Hernández,Guatemala,Escuintla,Comida,7.3,T,Paquete Grande
00456,Javier Méndez,Sacatepéquez,Izabal,Electrodomésticos,5.1,T,Sobre
00457,Ana Hernández,Quetzaltenango,Guatemala,Comida,2.6,T,Paquete Mediano
00458,Ana López,Huehuetenango,Escuintla,Comida,8.0,E,Paquete Grande
00459,Carlos Ramírez,Quetzaltenango,Escuintla,Comida,2.9,E,Paquete Grande
00460,Andrés Rodríguez,Huehuetenango,Guatemala,Juguetes,3.5,E,Sobre
00461,Andrés Rodríguez,Quetzaltenango,Huehuetenango,Electrodomésticos,2.0,R,Paquete Mediano
00462,Carolina Hernández,Chimaltenango,Quetzaltenango,Electrónicos,8.0,E,Paquete Grande
00463,Carolina Morales,Escuintla,Peten,Libros,2.7,T,Paquete Mediano
00464,Ana Castillo,Chimaltenango,Alta Verapaz,Herramientas,2.3,T,Paquete Grande
00465,Carlos Hernández,Sacatepéquez,Quetzaltenango,Herramientas,8.0,E,Paquete Grande
00466,María Morales,Peten,Huehuetenango,Herramientas,4.1,R,Paquete Mediano
00467,Ana Ramírez,Quetzaltenango,Huehuetenango,Electrónicos,6.4,R,Paquete Grande
00468,Ana Ruiz,Alta Verapaz,Izabal,Electrónicos,7.8,R,Sobre
00469,Ana Castillo,Escuintla,Guatemala,Libros,7.8,E,Sobre
00470,Ana Castillo,Huehuetenango,Sacatepéquez,Electrodomésticos,7.7,E,Sobre
00471,Sofía Castillo,Guatemala,Izabal,Electrodomésticos,4.6,R,Paquete Grande
00472,Juan López,Sacatepéquez,Quetzaltenango,Herramientas,8.9,T,Paquete Mediano
00473,Luisa López,Quetzaltenango,Suchitepéquez,Herramientas,4.2,T,Bolsa
00474,Andrés Ramírez,Chimaltenango,Chimaltenango,Electrónicos,0.8,R,Paquete Mediano
00475,Diego Méndez,Huehuetenango,Guatemala,Ropa,4.8,E,Bolsa
00476,Carolina López,Huehuetenango,Chimaltenango,Electrónicos,9.1,E,Bolsa
00477,Carolina Rodríguez,Guatemala,Guatemala,Libros,4.0,E,Paquete Mediano
00478,Ana López,Suchitepéquez,Peten,Herramientas,9.7,R,Bolsa
00479,Javier Méndez,Escuintla,Huehuetenango,Juguetes,0.7,R,Paquete Grande
00480,Carolina Castillo,Sacatepéquez,Guatemala,Electrodomésticos,1.5,R,Paquete Grande
00481,Diego Castillo,Alta Verapaz,Chimaltenango,Comida,8.4,R,Sobre
00482,Sofía Castillo,Guatemala,Alta Verapaz,Juguetes,1.0,R,Sobre
00483,Diego Ruiz,Chimaltenango,Suchitepéquez,Juguetes,3.8,R,Paquete Grande
00484,Ana Morales,Quetzaltenango,Alta Verapaz,Electrodomésticos,5.8,R,Sobre
00485,Sofía García,Suchitepéquez,Chimaltenango,Ropa,5.3,R,Bolsa
00486,Ana López,Suchitepéquez,Guatemala,Ropa,0.0,E,Bolsa
00487,Javier Méndez,Quetzaltenango,Peten,Artículos de decoración,7.3,T,Sobre
00488,Carlos Méndez,Guatemala,Sacatepéquez,Ropa,8.2,R,Paquete Mediano
00489,Andrés Ramírez,Quetzaltenango,Izabal,Ropa,4.9,E,Sobre
00490,Diego Hernández,Guatemala,Guatemala,Artículos de decoración,1.8,E,Bolsa
00491,Diego Hernández,Huehuetenango,Izabal,Artículos de decoración,3.1,R,Paquete Grande
00492,Ana Rodríguez,Sacatepéquez,Guatemala,Artículos de decoración,3.4,E,Paquete Mediano
00493,Carlos García,Sacatepéquez,Sacatepéquez,Ropa,7.7,E,Paquete Grande
00494,Sofía González,Peten,Suchitepéquez,Herramientas,4.2,E,Bolsa
00495,María Hernández,Escuintla,Peten,Comida,0.3,R,Sobre
00496,Javier Hernández,Escuintla,Huehuetenango,Herramientas,9.2,R,Paquete Mediano
00497,María Rodríguez,Peten,Suchitepéquez,Libros,4.6,E,Bolsa
00498,Andrés García,Quetzaltenango,Suchitepéquez,Electrónicos,4.5,E,Paquete Grande
00499,Juan Ruiz,Huehuetenango,Huehuetenango,Electrodomésticos,7.2,E,Bolsa
00500,Ana Méndez,Escuintla,Escuintla,Electrónicos,4.0,T,Paquete Grande
00501,Diego Rodríguez,Peten,Escuintla,Electrodomésticos,9.6,E,Sobre
00502,Javier Rodríguez,Guatemala,Alta Verapaz,Electrónicos,7.3,R,Sobre
00503,Sofía Hernández,Quetzaltenango,Peten,Herramientas,5.0,R,Bolsa
00504,Diego Castillo,Chimaltenango,Huehuetenango,Comida,6.4,R,Sobre
00505,Luisa Méndez,Peten,Peten,Libros,5.5,E,Paquete Mediano
00506,Carolina Castillo,Guatemala,Chimaltenango,Juguetes,5.5,R,Sobre
00507,Diego Hernández,Peten,Guatemala,Electrodomésticos,4.9,R,Paquete Grande
00508,Carlos Méndez,Chimaltenango,Huehuetenango,Comida,7.3,T,Paquete Grande
00509,Sofía López,Sacatepéquez,Quetzaltenango,Juguetes,1.5,R,Paquete Mediano
00510,Sofía Méndez,Peten,Huehuetenango,Electrodomésticos,4.1,T,Paquete Grande
00511,Javier López,Escuintla,Huehuetenango,Herramientas,6.7,E,Bolsa
00512,Andrés Ruiz,Quetzaltenango,Sacatepéquez,Electrónicos,4.6,E,Bolsa
00513,Diego González,Alta Verapaz,Sacatepéquez,Electrodomésticos,3.5,R,Bolsa
00514,María Hernández,Chimaltenango,Peten,Electrónicos,5.8,R,Sobre
00515,María García,Alta Verapaz,Peten,Artículos de decoración,0.5,E,Bolsa
00516,Luisa Morales,Guatemala,Peten,Electrodomésticos,0.5,E,Paquete Grande
00517,Carlos Morales,Huehuetenango,Quetzaltenango,Comida,6.7,R,Paquete Mediano
00518,María González,Quetzaltenango,Suchitepéquez,Electrónicos,9.7,T,Sobre
00519,Diego Morales,Sacatepéquez,Escuintla,Libros,0.9,E,Bolsa
00520,Carolina García,Huehuetenango,Escuintla,Artículos de decoración,1.1,R,Paquete Mediano
00521,Carlos González,Huehuetenango,Alta Verapaz,Electrónicos,1.7,R,Paquete Mediano
00522,Javier Rodríguez,Quetzaltenango,Alta Verapaz,Comida,2.0,T,Sobre
00523,Carlos González,Quetzaltenango,Quetzaltenango,Libros,3.4,R,Bolsa
00524,Carolina González,Chimaltenango,Sacatepéquez,Juguetes,8.7,E,Paquete Mediano
00525,Andrés Rodríguez,Sacatepéquez,Escuintla,Herramientas,1.5,R,Paquete Mediano
00526,Carlos Ruiz,Peten,Suchitepéquez,Electrodomésticos,9.7,T,Bolsa
00527,Javier Ramírez,Suchitepéquez,Huehuetenango,Libros,3.7,R,Paquete Mediano
00528,Carolina Morales,Huehuetenango,Huehuetenango,Electrónicos,6.3,E,Paquete Grande
00529,Andrés González,Peten,Izabal,Libros,1.9,E,Sobre
00530,María López,Izabal,Escuintla,Libros,6.3,E,Bolsa
00531,Sofía Castillo,Peten,Chimaltenango,Herramientas,8.9,R,Paquete Grande
00532,María Castillo,Quetzaltenango,Suchitepéquez,Juguetes,5.1,R,Bolsa
00533,María Rodríguez,Quetzaltenango,Sacatepéquez,Artículos de decoración,5.1,R,Paquete Mediano
00534,Carlos Hernández,Sacatepéquez,Sacatepéquez,Electrodomésticos,0.5,T,Paquete Mediano
00535,Carolina Ramírez,Escuintla,Chimaltenango,Ropa,1.9,E,Sobre
00536,Carlos Hernández,Sacatepéquez,Izabal,Artículos de decoración,4.1,E,Bolsa
00537,Javier Castillo,Alta Verapaz,Quetzaltenango,Electrodomésticos,4.1,E,Sobre
00538,Diego García,Izabal,Guatemala,Juguetes,6.9,T,Sobre
00539,Carlos Castillo,Quetzaltenango,Huehuetenango,Herramientas,8.1,E,Bolsa
00540,Juan González,Sacatepéquez,Suchitepéquez,Libros,1.8,R,Sobre
00541,Diego Ramírez,Chimaltenango,Peten,Electrónicos,0.9,T,Paquete Grande
00542,Sofía Castillo,Alta Verapaz,Escuintla,Ropa,9.6,T,Paquete Grande
00543,Sofía Ruiz,Peten,Peten,Herramientas,3.8,E,Paquete Grande
00544,Diego Hernández,Alta Verapaz,Izabal,Artículos de decoración,1.9,R,Paquete Mediano
00545,Javier Méndez,Huehuetenango,Chimaltenango,Herramientas,6.9,E,Paquete Mediano
00546,Javier Castillo,Escuintla,Peten,Comida,8.2,R,Paquete Mediano
00547,Ana López,Peten,Alta Verapaz,Libros,8.5,E,Bolsa
00548,Juan López,Sacatepéquez,Quetzaltenango,Electrónicos,9.5,R,Paquete Grande
00549,Juan Rodríguez,Guatemala,Alta Verapaz,Electrodomésticos,5.6,E,Paquete Mediano
00550,Juan López,Escuintla,Quetzaltenango,Comida,6.0,R,Paquete Grande
00551,Carlos Rodríguez,Alta Verapaz,Huehuetenango,Electrónicos,8.7,T,Bolsa
00552,Carolina Castillo,Suchitepéquez,Suchitepéquez,Libros,1.5,T,Paquete Mediano
00553,Andrés López,Alta Verapaz,Sacatepéquez,Ropa,8.1,R,Sobre
00554,María Castillo,Alta Verapaz,Alta Verapaz,Juguetes,1.3,T,Paquete Grande
00555,Luisa Méndez,Quetzaltenango,Chimaltenango,Artículos de decoración,4.4,R,Paquete Mediano
00556,Diego Castillo,Guatemala,Peten,Juguetes,8.2,E,Sobre
00557,Andrés García,Quetzaltenango,Sacatepéquez,Ropa,0.6,R,Sobre
00558,Luisa Ruiz,Huehuetenango,Quetzaltenango,Electrodomésticos,0.5,T,Sobre
00559,Diego Ruiz,Chimaltenango,Quetzaltenango,Juguetes,8.2,R,Bolsa
00560,Ana García,Escuintla,Suchitepéquez,Herramientas,8.6,T,Paquete Mediano
00561,Ana Ruiz,Guatemala,Guatemala,Electrodomésticos,4.9,T,Bolsa
00562,Luisa García,Peten,Guatemala,Ropa,4.2,R,Paquete Mediano
00563,Diego López,Peten,Escuintla,Electrodomésticos,6.9,R,Paquete Mediano
00564,María Ramírez,Escuintla,Suchitepéquez,Juguetes,7.2,R,Paquete Mediano
00565,Sofía Morales,Suchitepéquez,Peten,Herramientas,1.5,R,Paquete Mediano
00566,Ana Castillo,Quetzaltenango,Peten,Electrónicos,5.8,E,Paquete Grande
00567,Carolina López,Chimaltenango,Huehuetenango,Artículos de decoración,5.6,R,Paquete Mediano
00568,Carolina López,Peten,Huehuetenango,Juguetes,3.9,R,Bolsa
00569,Carlos Castillo,Huehuetenango,Alta Verapaz,Electrónicos,4.2,T,Paquete Grande
00570,María Ruiz,Sacatepéquez,Sacatepéquez,Libros,2.0,E,Bolsa
00571,Carolina Morales,Alta Verapaz,Sacatepéquez,Ropa,4.3,R,Bolsa
00572,Sofía Ruiz,Izabal,Sacatepéquez,Artículos de decoración,5.8,R,Paquete Mediano
00573,Luisa García,Sacatepéquez,Escuintla,Electrodomésticos,8.9,E,Sobre
00574,Sofía Morales,Suchitepéquez,Chimaltenango,Electrónicos,7.0,R,Paquete Grande
00575,Javier Morales,Alta Verapaz,Chimaltenango,Juguetes,6.8,T,Bolsa
00576,Diego Castillo,Alta Verapaz,Izabal,Herramientas,2.7,T,Sobre
00577,Javier Méndez,Alta Verapaz,Peten,Herramientas,2.9,T,Paquete Grande
00578,Luisa Morales,Quetzaltenango,Peten,Herramientas,7.6,T,Paquete Grande
00579,Diego Ruiz,Chimaltenango,Quetzaltenango,Herramientas,2.6,T,Sobre
00580,Andrés García,Alta Verapaz,Guatemala,Herramientas,3.4,T,Sobre
00581,Carlos Morales,Chimaltenango,Huehuetenango,Juguetes,8.5,E,Paquete Mediano
00582,Sofía García,Chimaltenango,Quetzaltenango,Electrónicos,2.1,T,Paquete Grande
00583,Carolina Morales,Suchitepéquez,Suchitepéquez,Comida,0.5,T,Bolsa
00584,Diego García,Alta Verapaz,Chimaltenango,Herramientas,6.0,T,Paquete Mediano
00585,Juan García,Guatemala,Guatemala,Artículos de decoración,7.9,E,Paquete Mediano
00586,Javier López,Guatemala,Guatemala,Electrodomésticos,1.3,T,Paquete Mediano
00587,Carlos González,Escuintla,Peten,Herramientas,5.6,T,Paquete Mediano
00588,Juan Méndez,Chimaltenango,Peten,Comida,9.7,E,Bolsa
00589,Carolina Rodríguez,Guatemala,Chimaltenango,Electrodomésticos,1.4,E,Bolsa
00590,Andrés Ruiz,Escuintla,Escuintla,Libros,1.9,T,Bolsa
00591,Ana Ramírez,Escuintla,Chimaltenango,Electrodomésticos,8.3,T,Sobre
00592,Sofía González,Chimaltenango,Quetzaltenango,Herramientas,10.0,E,Paquete Mediano
00593,Javier Rodríguez,Chimaltenango,Izabal,Electrodomésticos,7.2,E,Bolsa
00594,María Castillo,Peten,Guatemala,Juguetes,2.1,E,Bolsa
00595,María González,Quetzaltenango,Escuintla,Libros,5.4,E,Bolsa
00596,Javier Castillo,Escuintla,Quetzaltenango,Juguetes,5.2,T,Paquete Mediano
00597,Javier Ruiz,Huehuetenango,Suchitepéquez,Ropa,4.7,T,Sobre
00598,Juan Ruiz,Chimaltenango,Izabal,Herramientas,0.6,R,Bolsa
00599,Sofía García,Escuintla,Sacatepéquez,Electrodomésticos,5.1,E,Sobre
00600,Javier Ruiz,Chimaltenango,Izabal,Comida,6.9,R,Paquete Grande
00601,Javier López,Quetzaltenango,Escuintla,Juguetes,9.4,E,Paquete Grande
00602,Juan López,Chimaltenango,Quetzaltenango,Herramientas,7.0,T,Sobre
00603,Ana González,Izabal,Izabal,Herramientas,2.6,R,Paquete Mediano
00604,Javier Morales,Alta Verapaz,Suchitepéquez,Electrodomésticos,1.5,E,Paquete Mediano
